neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,latitude,longitude
Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,30,9,40.68932,-73.93848
Unknown,Mission Bay,Entire home/apt,457,3,136,32.78742,-117.25231
Unknown,Unincorporated Areas,Entire home/apt,525,1,36,36.10744,-115.16937
City of Los Angeles,Encino,Entire home/apt,1195,30,6,34.15176,-118.52462
Unknown,City of Santa Cruz,Entire home/apt,295,3,156,36.95257,-122.0505
Unknown,Unincorporated Areas,Entire home/apt,396,3,0,36.10734,-115.16933
Other Cities,Long Beach,Entire home/apt,117,1,14,33.77348,-118.16841
Unknown,78704,Entire home/apt,122,2,118,30.22656,-97.75586
City of Los Angeles,Playa Vista,Entire home/apt,205,31,2,33.97893,-118.41537
Other Cities,Monrovia,Entire home/apt,250,2,6,34.14749,-117.99668
Unknown,Adams Point,Entire home/apt,77,7,279,37.81415,-122.25242
City of Los Angeles,Palms,Entire home/apt,332,31,0,34.0197451,-118.4047576
Manhattan,Little Italy,Entire home/apt,217,3,42,40.71874,-73.99692
Unknown,78752,Entire home/apt,150,2,6,30.33837,-97.71456
Unknown,Unincorporated Areas,Entire home/apt,268,2,16,37.16738,-122.15487
City of Los Angeles,Beverly Grove,Entire home/apt,295,30,0,34.08731,-118.3748
Other Cities,Culver City,Entire home/apt,100,30,20,34.01037,-118.42075
Unknown,78704,Entire home/apt,285,3,6,30.25401114867137,-97.74266790628825
Unknown,Daly City,Private room,50,30,1,37.70261,-122.46603
Unknown,San Jose,Private room,42,7,2,37.37386,-121.86272
Brooklyn,Williamsburg,Private room,40,30,13,40.70765,-73.95116
City of Los Angeles,Venice,Entire home/apt,139,7,249,33.98307,-118.46929
Unknown,Washington,Entire home/apt,354,2,14,45.08193,-92.82452
Staten Island,Randall Manor,Private room,75,5,28,40.63863,-74.10685
West Seattle,North Admiral,Entire home/apt,83,1,43,47.58297,-122.38646
Unknown,Scripps Ranch,Entire home/apt,199,31,2,32.9233,-117.1128
Unknown,College Area,Entire home/apt,399,3,9,32.77183,-117.05824
Unknown,West Colfax,Entire home/apt,150,2,0,39.73635,-105.05148
Unknown,Downtown/Civic Center,Private room,320,2,101,37.78784,-122.41036
Unknown,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,144,32,0,38.91682139999999,-77.04277639999998
Unknown,Unincorporated Areas,Entire home/apt,403,2,12,36.01874,-115.1393
Other Cities,San Gabriel,Private room,60,1,0,34.1045,-118.09245
Other Cities,Whittier,Private room,85,5,1,33.99458,-118.04195
Unknown,"Takoma, Brightwood, Manor Park",Private room,60,1,37,38.96557,-77.01859
Unknown,Sloan Lake,Entire home/apt,295,2,3,39.74829,-105.02738
Unknown,Ocean Beach,Entire home/apt,250,14,452,32.73656,-117.25442
Unknown,City of Capitola,Entire home/apt,212,30,119,36.96265,-121.96549
Unknown,San Jose,Private room,801,1,0,37.33202,-121.88988
Unknown,Unincorporated Areas,Entire home/apt,110,30,8,37.05052,-122.05889
Manhattan,Upper West Side,Private room,97,2,110,40.80122,-73.96207
City of Los Angeles,Sherman Oaks,Private room,109,30,0,34.16384,-118.45662
Manhattan,Upper East Side,Entire home/apt,94,30,14,40.78499,-73.95258
Unknown,Logan Square,Entire home/apt,93,2,5,41.9215,-87.72217
Unknown,78734,Entire home/apt,255,2,84,30.38372,-97.93341
City of Los Angeles,Westchester,Shared room,22,30,0,33.95834,-118.41726
Manhattan,Midtown,Entire home/apt,201,30,0,40.75516,-73.97152
University District,University District,Entire home/apt,95,30,8,47.6649,-122.30334
Unknown,Concordia,Entire home/apt,113,2,201,45.55792,-122.63517
Bronx,Mount Eden,Private room,80,2,7,40.84224,-73.92131
Unknown,Hollywood,Entire home/apt,1414,3,58,26.01089,-80.12428
Unknown,28805,Private room,95,1,1,35.63237,-82.49385
Unknown,78741,Entire home/apt,113,1,61,30.22751,-97.70882
Unknown,78751,Entire home/apt,122,1,16,30.30174,-97.73559
Unknown,St. Johns,Entire home/apt,72,30,0,45.5943579,-122.733374
Manhattan,Hell's Kitchen,Entire home/apt,275,30,5,40.7602,-73.99576
Unknown,The Port,Entire home/apt,290,45,71,42.36763,-71.09655
Queens,Jamaica,Entire home/apt,58,2,259,40.68817,-73.78704
Unknown,"Union Station, Stanton Park, Kingman Park",Entire home/apt,329,1,0,38.9034,-77.00522
Unknown,District 17,Entire home/apt,36,2,8,36.13632,-86.76367
City of Los Angeles,Downtown,Entire home/apt,99,30,60,34.04743,-118.25184
Unknown,78721,Entire home/apt,123,1,207,30.25542,-97.68725
Unknown,78704,Entire home/apt,114,2,3,30.24804,-97.77634
Unknown,Lakeshore,Private room,79,2,274,37.73296,-122.49358
Unknown,Allston,Entire home/apt,196,2,156,42.34736,-71.13911
Unknown,Mira Mesa,Private room,50,31,174,32.90408,-117.13874
Unknown,Pacific Beach,Entire home/apt,300,4,50,32.80361,-117.26062
Other Cities,Santa Clarita,Entire home/apt,350,28,2,34.41851,-118.56257
Unknown,Hillsboro Beach,Entire home/apt,220,5,15,26.3034,-80.07736
Unknown,Allston,Entire home/apt,116,1,18,42.34844,-71.13628
Unknown,Sunnyvale,Entire home/apt,128,1,34,37.38246,-122.0219
Newport,Newport,Entire home/apt,470,2,12,41.47581,-71.31224
Other Cities,Carson,Private room,100,1,0,33.87548,-118.27098
Unknown,78704,Entire home/apt,153,2,19,30.2618599,-97.7745674
Unknown,West University Heights,Private room,79,2,40,32.75384,-117.14944
Unknown,78701,Entire home/apt,255,31,0,30.2645078,-97.7454648
Brooklyn,Bushwick,Private room,50,30,2,40.70458,-73.92053
Unknown,Highland,Entire home/apt,61,29,2,39.76659,-105.00771
Queens,Elmhurst,Private room,31,30,0,40.73897,-73.87783
Newport,Portsmouth,Entire home/apt,529,3,24,41.56956,-71.25968
Staten Island,Grymes Hill,Entire home/apt,200,30,1,40.61223,-74.09318
Unknown,CBD,Entire home/apt,130,29,0,39.74726,-104.99636
Other Cities,El Monte,Private room,56,1,22,34.066662,-118.053871
City of Los Angeles,Westchester,Entire home/apt,170,31,1,33.97058700000001,-118.379907
Unknown,Midtown,Entire home/apt,224,4,1,32.74288,-117.17838
Unknown,78703,Entire home/apt,959,5,8,30.29849,-97.7808
Unknown,Bernal Heights,Entire home/apt,411,3,44,37.73483,-122.41838
Manhattan,Inwood,Private room,125,5,0,40.8676872,-73.9201963
Unknown,Fort Lauderdale,Entire home/apt,428,3,9,26.1077,-80.12538
Unknown,San Jose,Private room,73,2,52,37.41116,-121.96017
City of Los Angeles,Hollywood Hills West,Entire home/apt,2000,30,7,34.10233,-118.38094
City of Los Angeles,Westchester,Private room,67,30,0,33.9593,-118.40518
Manhattan,Harlem,Private room,74,4,125,40.824669,-73.952309
Unknown,Mission,Private room,125,1,308,37.76761,-122.42474
Unknown,District 19,Entire home/apt,128,2,103,36.16005,-86.80126
Unknown,Ocean Beach,Entire home/apt,120,2,0,32.75294876728045,-117.25010975701396
Unknown,District 17,Entire home/apt,177,2,126,36.1402,-86.79367
Manhattan,West Village,Entire home/apt,170,30,13,40.7341,-74.00073
Unknown,Logan Square,Entire home/apt,97,1,222,41.91674,-87.71433
Unknown,Ward F (councilmember Jermaine D. Robinson),Entire home/apt,159,28,155,40.71004,-74.07226
Unknown,78756,Entire home/apt,61,30,10,30.33461,-97.74734
Unknown,"Shaw, Logan Circle",Entire home/apt,126,31,0,38.90944,-77.02987
Unknown,Fort Lauderdale,Entire home/apt,144,2,102,26.12497,-80.13099
Unknown,San Bruno,Private room,100,7,26,37.63821,-122.45879
Unknown,Unincorporated Areas,Private room,140,2,1,36.11755,-115.19322
Unincorporated Areas,Northwest Palmdale,Entire home/apt,134,4,10,34.62634,-118.16256
Unknown,Near North Side,Entire home/apt,79,32,157,41.90437,-87.6335
Unknown,Sunnyside,Entire home/apt,68,1,399,45.51301,-122.62647
Unknown,San Bruno,Entire home/apt,99,60,27,37.63099,-122.43145
Brooklyn,Bushwick,Private room,82,1,41,40.69263,-73.92543
Unknown,Marina,Entire home/apt,225,7,5,37.79839,-122.4314
Unknown,Oakland Park,Private room,55,3,65,26.17869,-80.14297
Unknown,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,49,1,73,38.91654,-76.99945
Unknown,Near North Side,Entire home/apt,105,32,0,41.91037487540969,-87.63206287912892
Manhattan,Lower East Side,Entire home/apt,183,2,48,40.72254,-73.99322
City of Los Angeles,Reseda,Private room,42,30,36,34.2017,-118.52761
Manhattan,Theater District,Entire home/apt,2272,1,0,40.75565,-73.98378
Magnolia,Lawton Park,Entire home/apt,240,3,0,47.65764821484053,-122.39287011499376
Unknown,Unincorporated Areas,Private room,1000,1,0,36.10943,-115.16896
Unknown,"Near Southeast, Navy Yard",Entire home/apt,500,150,0,38.87823,-76.99624
Unknown,Mission,Private room,100,1,269,37.76458,-122.41571
Queens,Whitestone,Private room,99,1,0,40.7770229,-73.8245608
Unknown,Santa Clara,Private room,45,28,2,37.3515675995561,-121.95364087056706
Unknown,Unincorporated Areas,Entire home/apt,140,30,1,36.1066867,-115.3032282
Unknown,Pembroke Pines,Entire home/apt,137,2,5,26.01095,-80.32128
Unknown,North Hills,Entire home/apt,133,1,72,32.7539,-117.13643
Unknown,Fort Lauderdale,Entire home/apt,865,5,9,26.14661,-80.11567
Unknown,District 5,Entire home/apt,699,2,4,36.17854,-86.75716
Other Cities,Alhambra,Private room,60,1,3,34.07862,-118.12577
Unknown,78756,Entire home/apt,170,3,8,30.33176,-97.7444
Unknown,Ward C (councilmember Richard Boggiano),Entire home/apt,124,28,2,40.73051,-74.06986
Unknown,Pacifica,Private room,210,1,5,37.60988,-122.49734
Unknown,Fort Lauderdale,Entire home/apt,71,2,50,26.0934,-80.13894
Unknown,Near North Side,Entire home/apt,150,4,18,41.90731,-87.62821
Unknown,Bridgeport,Private room,23,3,44,41.83259,-87.64961
Brooklyn,Williamsburg,Entire home/apt,350,30,5,40.72129,-73.95475
Unknown,East Carrollton,Private room,39,30,0,29.9413,-90.12812
Other Cities,Azusa,Entire home/apt,195,2,11,34.11615,-117.91348
Unknown,District 11,Private room,70,1,104,36.21743,-86.58645
Manhattan,East Harlem,Private room,100,4,25,40.7979,-73.93972
Unknown,Cupertino,Private room,65,4,25,37.32952,-122.02437
Washington,Narragansett,Entire home/apt,375,5,0,41.48411,-71.42851
Unknown,78741,Entire home/apt,126,1,54,30.22244,-97.70654
City of Los Angeles,Sawtelle,Entire home/apt,19,30,4,34.04569,-118.44689
Unknown,"Brightwood Park, Crestwood, Petworth",Private room,74,91,0,38.9446,-77.03208
City of Los Angeles,Venice,Entire home/apt,375,2,9,33.97347,-118.45848
Unknown,Hennepin,Entire home/apt,60,2,68,44.96205,-93.27499
Other Cities,Culver City,Entire home/apt,140,2,8,33.99887,-118.42801
Other Cities,Signal Hill,Entire home/apt,134,1,520,33.79219,-118.16267
Unknown,City of Las Vegas,Entire home/apt,60,1,76,36.15121,-115.11379
Washington,South Kingstown,Entire home/apt,800,14,0,41.42792,-71.522
Unknown,78701,Entire home/apt,232,2,41,30.25622,-97.73975
Manhattan,West Village,Entire home/apt,250,30,5,40.7385,-74.00503
Unknown,Seventh Ward,Entire home/apt,75,30,0,29.970943764681003,-90.06120292089906
Queens,Briarwood,Private room,9000,30,0,40.70911,-73.81756
Newport,Middletown,Entire home/apt,134,3,71,41.50484,-71.28275
Unknown,Fort Lauderdale,Entire home/apt,728,2,2,26.19821,-80.12952
Unknown,Hollywood,Entire home/apt,563,4,26,26.018946,-80.131622
Other Cities,Culver City,Entire home/apt,134,1,308,34.02304,-118.39013
Other Cities,Alhambra,Private room,79,2,9,34.09114,-118.13971
Queens,Jamaica,Entire home/apt,150,3,17,40.67547,-73.78015
City of Los Angeles,Mid-Wilshire,Private room,299,30,0,34.06518,-118.35332
Manhattan,Upper West Side,Entire home/apt,275,30,0,40.77988,-73.98103
Unknown,78704,Entire home/apt,175,30,0,30.23526,-97.75057
Queens,St. Albans,Private room,80,2,0,40.69408,-73.76702
Manhattan,SoHo,Hotel room,204,1,136,40.7244,-74.00794
Brooklyn,Canarsie,Private room,70,2,3,40.64706466816213,-73.89425259748838
Unknown,78725,Entire home/apt,186,1,37,30.21682,-97.63453
Unknown,Unincorporated Areas,Entire home/apt,137,1,169,37.1557,-121.98821
Other Cities,Santa Monica,Private room,107,3,260,34.02204,-118.49828
City of Los Angeles,Koreatown,Entire home/apt,180,30,0,34.07263,-118.29914
Unknown,Fort Lauderdale,Entire home/apt,1622,2,7,26.1503177,-80.101525
Manhattan,Lower East Side,Entire home/apt,150,30,16,40.71818,-73.99348
Other Cities,Glendora,Entire home/apt,183,2,152,34.13619,-117.8563
Brooklyn,Boerum Hill,Entire home/apt,500,4,27,40.68614,-73.9896
Brooklyn,Williamsburg,Private room,42,30,3,40.70956,-73.94896
Unknown,Hampden,Entire home/apt,167,2,26,39.65598,-104.8853
Unknown,Fort Lauderdale,Entire home/apt,389,1,17,26.14741,-80.10862
Unknown,Unincorporated Areas,Entire home/apt,336,2,2,36.03925,-115.23576
Unknown,Unincorporated Areas,Entire home/apt,198,2,3,36.03736,-115.17399
City of Los Angeles,Hollywood,Entire home/apt,80,30,2,34.10399,-118.31307
Other Cities,Beverly Hills,Entire home/apt,4000,3,0,34.09384,-118.40558
Other Cities,Malibu,Entire home/apt,518,1,0,34.03566999727335,-118.6981820332456
Other Cities,Agoura Hills,Entire home/apt,993,5,4,34.16516,-118.75737
Unknown,Kearny Mesa,Entire home/apt,87,2,241,32.82023,-117.15945
Unknown,City of Las Vegas,Entire home/apt,55,30,17,36.18475,-115.25851
City of Los Angeles,Echo Park,Entire home/apt,118,30,4,34.08279,-118.25973
City of Los Angeles,Hollywood Hills West,Entire home/apt,781,5,63,34.09785,-118.37188
Unknown,78732,Entire home/apt,2090,2,0,30.33228,-97.9203
Northgate,Maple Leaf,Entire home/apt,150,1,6,47.69181,-122.30844
Brooklyn,Greenpoint,Entire home/apt,120,30,1,40.72657,-73.95313
City of Los Angeles,Venice,Entire home/apt,400,30,0,33.97235879999999,-118.4607641
Unknown,Ward B (councilmember Mira Prinz-Arey),Entire home/apt,326,28,0,40.71654,-74.07973
Unknown,Kenton,Private room,45,2,48,45.58652,-122.70349
Other Cities,Malibu,Entire home/apt,350,31,0,34.01365975726046,-118.81523300299123
Manhattan,Hell's Kitchen,Entire home/apt,139,1,97,40.75375,-73.99312
Unknown,Lauderdale Lakes,Entire home/apt,282,2,108,26.17942,-80.19876
Queens,Ditmars Steinway,Private room,72,1,109,40.77804,-73.91639
Unknown,28806,Entire home/apt,150,2,318,35.57151,-82.56761
City of Los Angeles,Hollywood,Entire home/apt,105,31,67,34.10281,-118.34779
Unknown,District 18,Entire home/apt,250,2,9,36.13618,-86.81269
City of Los Angeles,Windsor Square,Private room,80,30,1,34.06673,-118.31643
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.163870469818285,-118.4564169978952
Unknown,78704,Entire home/apt,210,6,0,30.23416886729377,-97.78294947314777
Manhattan,Morningside Heights,Entire home/apt,80,30,1,40.81356,-73.96223
Unknown,Pompano Beach,Entire home/apt,76,7,33,26.23047,-80.11434
Unknown,Central City,Entire home/apt,153,2,0,29.93592,-90.08141
Brooklyn,Greenpoint,Entire home/apt,209,30,1,40.72635,-73.95391
City of Los Angeles,Hollywood,Entire home/apt,78,60,0,34.08727,-118.31441
Unknown,78703,Entire home/apt,659,2,0,30.27604,-97.75622
Unknown,Pompano Beach,Private room,315,1,16,26.22482,-80.16011
Brooklyn,Williamsburg,Entire home/apt,450,5,0,40.71412,-73.95204
Washington,South Kingstown,Entire home/apt,400,1,38,41.48199,-71.56298
Cascade,South Lake Union,Entire home/apt,138,31,1,47.62247729999999,-122.3427848
Unknown,West Colfax,Private room,35,29,5,39.74169,-105.03292
Unknown,Auburn Gresham,Entire home/apt,108,2,10,41.73931,-87.64523
City of Los Angeles,Westwood,Entire home/apt,830,2,3,34.05911,-118.42618
Brooklyn,Kensington,Private room,55,1,16,40.64165,-73.97976
Delridge,Riverview,Entire home/apt,305,1,9,47.54032,-122.35144
City of Los Angeles,Vermont Square,Entire home/apt,170,2,49,33.99704,-118.29664
Unknown,San Jose,Private room,59,1,13,37.29871,-121.98571
Unknown,Lower Garden District,Entire home/apt,313,30,115,29.92779,-90.07514
Unknown,Hallandale Beach,Entire home/apt,328,3,17,25.9861,-80.1202
Other Cities,Hermosa Beach,Private room,70,30,30,33.86344,-118.39262
Unknown,Treme - Lafitte,Entire home/apt,766,1,30,29.96508,-90.07164
Manhattan,Upper East Side,Entire home/apt,153,30,2,40.78179,-73.94776
Unknown,District 15,Entire home/apt,134,2,9,36.23894,-86.69852
City of Los Angeles,Winnetka,Private room,75,30,23,34.20069,-118.58611
Unknown,"Shaw, Logan Circle",Entire home/apt,149,1,122,38.91084,-77.02714
Unknown,Outer Richmond,Entire home/apt,117,1,21,37.7743,-122.49334
Unknown,Sequoyah,Private room,75,1,1,37.74808,-122.14865
Unknown,78704,Entire home/apt,95,1,286,30.25575,-97.76767
Manhattan,Upper West Side,Private room,309,1,2,40.78139,-73.98054
Manhattan,Hell's Kitchen,Private room,156,30,208,40.76179,-73.99074
Unknown,Near West Side,Entire home/apt,139,32,0,41.8815616,-87.64944559999999
Manhattan,Chelsea,Private room,175,30,1,40.7435,-73.99426
Unknown,Lauderdale By The Sea,Private room,79,5,28,26.19114,-80.09768
Unknown,St. Claude,Entire home/apt,350,6,1,29.965431,-90.039792
Unknown,Near North Side,Entire home/apt,315,2,83,41.89516,-87.63452
Unknown,Midtown,Private room,63,2,1,32.74673410337123,-117.15831525945596
Newport,Newport,Entire home/apt,183,2,16,41.48751,-71.31518
Unknown,Lauderhill,Private room,40,1,0,26.12869,-80.19013
Unknown,Outer Richmond,Entire home/apt,790,3,34,37.77561,-122.49055
Unknown,Union Station,Entire home/apt,100,29,28,39.75694,-105.00527
Unknown,Marina,Private room,62,30,0,37.8009,-122.43272
Brooklyn,Williamsburg,Private room,70,30,3,40.71423,-73.94652
Unknown,Treme - Lafitte,Entire home/apt,90,3,4,29.97011,-90.07296
Unknown,Unincorporated Areas,Entire home/apt,349,1,2,36.08816,-115.22031
Unknown,Fort Lauderdale,Entire home/apt,340,3,29,26.09436,-80.19007
Unknown,Homestead,Entire home/apt,225,2,0,45.50104,-122.6922
Brooklyn,Park Slope,Private room,75,30,0,40.67725,-73.97991
Unknown,Hallandale Beach,Entire home/apt,225,4,22,25.97728,-80.1568
Unknown,Allied Gardens,Entire home/apt,189,4,0,32.79458776322564,-117.08590617796324
City of Los Angeles,Sawtelle,Shared room,35,30,10,34.03882,-118.45877
Unknown,78723,Private room,200,1,0,30.31681,-97.68729
Unknown,Mission Bay,Entire home/apt,4213,2,1,32.76652,-117.25121
Unknown,Hollywood,Private room,227,1,31,26.02703,-80.11438
Manhattan,Washington Heights,Private room,90,2,176,40.84451,-73.93417
Unknown,Irvington,Entire home/apt,1500,2,0,45.53651980440951,-122.65006609373528
Unknown,St. Croix,Private room,79,1,55,45.08499,-92.76767
Manhattan,West Village,Entire home/apt,700,30,1,40.73805,-74.00649
Unknown,Hollywood,Entire home/apt,210,4,1,26.01541,-80.11546
Unknown,Sunrise,Entire home/apt,161,1,18,26.15448,-80.23274
City of Los Angeles,Sherman Oaks,Private room,89,30,0,34.16218935028248,-118.45640383965808
City of Los Angeles,Hollywood,Entire home/apt,180,30,1,34.10179,-118.32546
Unknown,Mission Bay,Entire home/apt,146,31,214,32.79312,-117.23258
Brooklyn,Bedford-Stuyvesant,Entire home/apt,172,2,166,40.68438,-73.95832
Unknown,Anoka,Entire home/apt,101,3,6,45.0495,-93.24819
Unknown,Reservoir Hill-Meadow Brook,Entire home/apt,69,2,0,37.78904904242434,-122.22533043304686
Brooklyn,Williamsburg,Entire home/apt,300,4,1,40.71930270000001,-73.9552235
Unknown,Fort Lauderdale,Entire home/apt,184,1,43,26.13613,-80.10993
City of Los Angeles,Los Feliz,Entire home/apt,65,30,0,34.10225,-118.30354
Unknown,Hollywood,Entire home/apt,155,1,5,25.98964,-80.11923
Unknown,Sabin,Entire home/apt,82,1,24,45.5539,-122.6507
Unknown,Ward C (councilmember Richard Boggiano),Entire home/apt,39,30,8,40.74032,-74.05042
Brooklyn,Williamsburg,Private room,60,30,0,40.71713,-73.94362
Unknown,Fort Lauderdale,Entire home/apt,414,4,28,26.14735,-80.12665
Delridge,South Delridge,Entire home/apt,97,1,42,47.52615,-122.35992
City of Los Angeles,Playa del Rey,Entire home/apt,138,30,27,33.95553,-118.43753
